"title","description","city","contract_type","workday","company_name","salary_min","salary_max","salary_period","salary_currency","teleworking","publish_date"
QA Tester Postman,"Queremos incorporar a un/a QA Tester de APIs para ampliar el equipo. La persona que se incorpore comenzará en uno de nuestros proyectos con metodología Agile donde se trabaja con Postman y Azure DevOps.


Las funciones serían:

- Diseño de planes de prueba.

- Ejecución manual de pruebas funcionales y de servicios web (API).

- Reporte de defectos.

La modalidad de trabajo por ahora y dada la situación, sería teletrabajo.


¿Qué ofrecemos?:

- Remuneración competitiva acorde a la experiencia y valía.

- Tarjeta restaurante (adicional al salario).

- Tickets guardería (adicional al salario).

- Seguro de vida y accidentes (adicional al salario).

- 50% descuento en tu seguro médico.

- Plan de carrera orientado a la obtención de las principales certificaciones del área de Testing, a cargo de la compañía.

- Cursos técnicos presenciales y plataforma e-learning con acceso ilimitado.

- Curso online de inglés gratuito.

- Actividades de Team Building.

Somos una compañía TOP EMPLOYER 2022. Déjanos enseñarte por qué!",Barcelona,Contrato indefinido,Jornada completa,Sogeti España,,,,,Solo teletrabajo,2022-01-26
ADMINISTRATIVO/A OBRA,"URBIA SERVICES busca integrar a su equipo un/a
ADMINISTRATIVO/A DE OBRA para trabajar en BARCELONA y alrededores en un contrato de mantenimiento de las instalaciones de edificios.

Preferiblemente residente en BARCELONA o alrededores. Imprescindible disponibilidad para moverse por la Comunidad Autónoma.

El trabajo consistirá principalmente en:

- Preferiblemente formación en delineación.
- Actualización de hojas Excel.
- Valoración económica de partes de trabajo, principalmente costes.
- Gestión de albaranes, pedidos, documentación de residuos.
- incidencias de vehículos, etc.
- Smartsheet: actualización diaria de partes e informes.
- Ayuda en proceso de facturación.

Se valorarán favorablemente conocimientos de Autocad e predisposición para realización de presupuestos.

URBIA SERVICES apuesta por la estabilidad laboral, ofreciendo trabajo para un contrato de larga duración.

Dispondrás de formación continua y un ambiente de trabajo inmejorable.

Imprescindible tener carnet de conducir.",Cornellà de Llobregat,Contrato indefinido,Jornada completa,URBIA INTERMEDIACION INGENIERIA Y SERVICIOS SA.,,,,,Trabajo solo presencial,2022-01-26
Jefe/a de partida (Restaurante Salicornia),"HOTEL HONUCAI (4*S) es el hotel boutique del grupo Gallery Hoteles, situado en la Colònia de Sant Jordi, un antiguo puerto de pescadores al sureste de la isla de Mallorca, desde el que gozará de unas espectaculares vistas a las playas de Es Dolç y Es Carbó.

Tras una reforma integral, hemos logrado un espectacular hotel vacacional de 78 habitaciones situado frente al mar, impregnado del carácter de la isla y su colonia.

El Hotel Honucai es el lugar idóneo para pasar unas vacaciones en un entorno único, con unas instalaciones diseñadas con mucho mimo y una apuesta muy fuerte por la gastronomía con su Restaurante Salicornia, para conseguir el máximo confort de sus huéspedes, en una perfecta fusión de lo mediterráneo y lo exótico.

Como Jefe/a de partida, tus funciones serán las siguientes:

·	Organizar y coordinar las tareas de su equipo.
·	Controlar la ""mise en place"" de su partida. 
·	Determinar las necesidades para la producción en cocina a partir de la información recibida.
·	Recibir, almacenar y distribuir materias primas en condiciones idóneas de mantenimiento y conservación hasta el momento de su utilización.
·	Poner a punto el lugar de trabajo, preparando espacios, maquinaria y herramientas.
·	Ejecutar con precisión los procesos de pre elaboración que sean necesarios aplicar a las diferentes materias primas, en función de sus características y sus futuros usos.
·	Ejecutar las elaboraciones culinarias, teniendo en cuenta la estandarización de los procesos para su finalización y conservación.
·	Realizar el servicio de las elaboraciones teniendo en cuenta sus necesidades, ámbitos de ejecución y protocolos establecidos.
·	Revisión de los aprovisionamientos y reposición de stocks en neveras y congeladores de su partida.
·	Ejecutar los procesos de envasado y conservación de cada genero para cada género y elaboración culinaria siguiendo los protocolos de seguridad alimentaria.
·	Aplicar los protocolos de seguridad laboral, higiene y calidad durante todo el proceso de producción para evitar daños en las personas.
·	Cumplir con los objetivos de producción, actuando conforme a los principios de responsabilidad con las tareas encomendadas.
·	Resolver problemas y tomar decisiones individuales siguiendo las normas y procedimientos establecidos dentro de su competencia.
·	Mantener el espíritu innovador, de mejora de procesos de producción y actualización de mejoras en el ámbito laboral.
·	Ejercer sus derechos y cumplir con las obligaciones derivadas de las relaciones laborales de acuerdo con lo establecido con la legislación vigente.
·	Control de recogida selectiva de basuras y extracción de basuras a la calle en los días correspondientes.
·	Control de cierre de espacios y maquinarias (cámaras, extracciones, llaves de paso, hornos, cocinas).",Ses Salines,Contrato de duración determinada,Jornada completa,PORT COLONIA SL,,,,,Trabajo solo presencial,2022-01-26
TECNICA/O SUPERIOR DE PREVENCION DE RIESGOS LABORALES,"Características del proyecto y del puesto:

- Trabajos de supervisión y control de las empresas y actividades a realizar en tareas de mantenimiento de infraestructura en obra.

- Desarrollo y supervisión de documentación en PRL

- Formación e información a trabajadores del proyecto.

- Reuniones de coordinación y supervisión del proyecto con cliente.

- Control y gestión de plataformas CAE

Para la ejecución de este proyecto, se valorara muy positivamente las siguientes cuestiones:

- Autonomía y gestión del tiempo de trabajo.
- Disponibilidad horaria y movilidad geográfica
- Experiencia en trabajos de infraestructura en red de transporte nacional.",Barcelona,Contrato indefinido,Jornada completa,GRUPO MACAP,24000,24000,YEAR,EUR,Teletrabajo posible,2022-01-26
Grado + Máster en Telecomunicaciones,"Como parte esencial de nuestro equipo en Torrejón de Ardoz buscamos incorporar varios profesionales Junior para trabajar en Proyectos de Ingeniería de Telecomunicaciones, encaminados al procesamiento de la señal Radar, así como al procesado de los datos Radar. Para ocupar alguna de estas interesantes vacantes, es necesario aportar:


Grado en Ingeniería de Telecomunicaciones, especialidad sistemas
Master en Ingeniería Telecomunicaciones/Especialidad en Radar
Con conocimientos de tratamiento de señal y datos para radares y su modelado en MATLAB
Con conocimientos de los elementos RF y digitales de la cadena radar
Con conocimiento teóricos antena AESA
Conocimiento experto de MATLAB
Es necesario alto nivel de inglés (hablado/escrito), B2 ó C1

Qué te podemos ofrecer

- Incorporarte a una compañía con más de 40.000 profesionales y con acceso a proyectos retadores para clientes líderes en sus sectores de actividad.

- Una carrera profesional adaptada a ti.

- Programas que promueven el desarrollo profesional de las mujeres y la adecuada integración de las personas con discapacidad.

- Retribución competitiva y acceso a planes de retribución flexible.

- Formación continuada en Open University, además de acceso abierto para nuestros profesionales a la plataforma Udemy for Business, con más de 3.000 cursos especializados

- Conciliación entre la vida personal y profesional, con opción de flexibilidad horaria.

- Acceso a plataforma MyClub donde te podrás beneficiar de numerosos descuentos y promociones exclusivos para nuestros profesionales.

- Servicio de telemedicina.


¡INDRA es empresa Top Employer 2022! Incorpórate a una empresa certificada como una de las mejores empresas empleadoras de España, gracias a nuestra gestión integral de RRHH y a las condiciones para nuestros profesionales.


¿A qué suena bien? No lo dudes, si tienes ganas de crecer con nosotros, ¡envíame tu CV!",Torrejón de Ardoz,Contrato indefinido,Jornada completa,Indra,,,,,Teletrabajo posible,2022-01-26
Profesor Primaria,"Se necesita profesor de Primaria para colegio concertado en la Comunidad Foral de Navarra, se requiere graduado de educación primaria mención Necesidades Educativas. Se valorará nivel de inglés acreditado y competencia digital.",Pamplona/Iruña,Contrato otros contratos,Jornada completa,Fundación Redín-Miravalles.,,,,,Trabajo solo presencial,2022-01-26
Administrativa (Secretaria de Dirección),"Administrativa con experiencia en secretaria de dirección, elaboración de convocatorias, actas, apoyo en gestiones, apoyo en labores del consulado, visados, legalizaciones. 

Imprescindibles conocimientos de francés, Microsoft Office, Microsoft Outlook e Internet.",Barcelona,Contrato indefinido,Jornada parcial - mañana,AC ASOCIADOS,600,900,MONTH,EUR,Trabajo solo presencial,2022-01-26
Product Manager (gran consumo alimentación),"En GBfoods ofrecemos soluciones culinarias en muchos paises de Europa y África, con marcas locales y de prestigio en cada uno de los mercados, como por ejemplo Jumbo, Gallina Blanca, Erasco, Gino, Liebig, Star, Bama, D&L, Grand'Italia and Blå Band, entre otras.

Nuestro Propósito ""Celebrating local flavours"" se centra en empoderar y cuidar cada una de las comunidades locales a las que pertenecemos y resaltar sus sabores auténticos. Algunas de nuestras marcas locales han estado en las cocinas de los consumidores durante más de un siglo, y se han posicionado como marcas realmente deseadas, así como profundamente arraigadas en la cultura local.

Hoy, con una facturación de alrededor de 1,2 millones euros y un equipo de unas 3.000 personas, somos la opción preferida por los consumidores.

Actualmente estamos buscando a un Prodcut Manager para el equipo de GBfoods España, para trabajar con los productos de la marca Gallina Blanca. Su misión será participar en la confección, implantar y controlar la evolución del Plan de Marketing de la categoría asignada, incluyendo comunicación, innovación y gestión del presupuesto, de acuerdo con las directrices del Brand Manager y planes estratégicos fijadas para el negocio al que pertenece, para contribuir a los objetivos globales fijados por la Compañía para el negocio.

- Realización e implementación de los planes de marketing de la categoría para asegurar el cumplimiento de los objetivos
- Gestión del presupuesto de marketing de la categoría asegurando una correcta distribución de las partidas
- Colaborar en la creación y gestionar las campañas de comunicación de la categoría con la agencia de comunicación
- Gestionar el desarrollo y lanzamiento de nuevas iniciativas en todas sus fases trabajando de forma coordinada con todas las personas implicadas
- Análisis y seguimiento de las ventas en sell in y sell out (Nielsen) haciendo diagnósticos claros e identificando oportunidades y planes de acción
- Realización de informes sobre la evolución de la categoría y cumplimiento del objetivo",L'Hospitalet de Llobregat,Contrato indefinido,Jornada completa,Gallina Blanca (a GBfoods Company),,,,,Teletrabajo posible,2022-01-26
ADMINISTRATIVO CONTABLE CON CONOCIMIENTOS EN TELEOPERADOR,"Se necesita administrativo contable, se valorara conocimientos en teleoperador y comercial de ventas.

Persona dinamica, emprendedora y con experiencia. en administracion contabilidad y venta comercial telefonica.",Armilla,Contrato otros contratos,Jornada completa,HOFRUNGUR SOCIEDAD LIMITADA.,900,1800,MONTH,EUR,Trabajo solo presencial,2022-01-26
Enfermera /o DUE - Villanueva de la Cañada _TURNO NOCHE,"Eres enfermer@ y quieres sentirte bien trabajando en un entorno laboral humanizado con un modelo de atención propio? ¿te gustaría compaginar tu trabajo actual o buscas algo estable donde seguir creciendo y poder desarrollar tu carrera en la atención a las personas mayores?

AMAVIR es un grupo en crecimiento, con un modelo de atención propio. Actualmente somos más de 4.500 personas dedicadas al cuidado de las personas mayores con respeto, cuidado, honestidad, vocación y confianza.

Actualmente en nuestra residencia de Amavir VILLANUEVA, buscamos un enfermero/a DUE para cubrir un puesto de titular en turno de NOCHE de 22 a 8 horas.

Cuadrante: trabaja 3, libra 3
Jornada: 91%

Salario: 1.900-2000 € b/mensuales distribuidos en 14 pagas.


AMAVIR garantiza la aplicación del principio de igualdad de oportunidades y la no discriminación en la gestión de sus procesos de reclutamiento y selección.",Villanueva de la Cañada,Contrato de duración determinada,Jornada completa,AMAVIR,1800,2100,MONTH,EUR,Trabajo solo presencial,2022-01-26
